"ID","USU_CUENTA","UNICODE","FECHA","EDAD","SEXO","ACT_ECONOMICA","ACT_ECONOMICA_OTRO","NIVEL_ESTUDIOS","CUALES_PLACA_SON_CHIRI","CARACT_AYUDAN_IDENTIFICAR_CHIRI","DONDE_BUSCA_CHIRI","HABLADO_OIDO_VISTO_CHIRI","QUIEN_HABLADO_CHIRI","QUIEN_HABLADO_CHIRI_OTRO","OIDO_VISTO_INFORMACION_CHIRI","OIDO_VISTO_INFORMACION_CHIRI_OTRO","RECIENTEMENTE_CHIRI_ZONA","COMO_ENTERADO","COMO_ENTERADO_OTRO","SABES_SENIALES_CHIRI","CHIRI_TRANSMITIR_ENFERMEDAD","QUE_ENFERMEDADES_TRANSMITE_CHIRI","QUE_ENFERMEDADES_TRANSMITE_CHIRI_OTRO","ULTIMO_ANIO_VIO_CHIRI","REPORTO_DENUNCIO_CHIRI","AQUIEN_REPORTO","AQUIEN_REPORTO_OTRO","VINIERON_CONFIRMAR_PRESENCIA_INSECTO","VIERA_CHIRI_CASA_QUE_HARIA","VIERA_CHIRI_CASA_QUE_HARIA_OTRO","COMO_COMUNICARSE_ALERTACHIRI","SOSPECHAS_CHIRI_CASA_QUE_HARIA","SOSPECHAS_CHIRI_CASA_QUE_HARIA_OTRO","SABE_QUE_PASA_DENUNCIA_REPORTE_CHIRI_CASA","SABE_QUE_PASA_DENUNCIA_REPORTE_CHIRI_CASA_OTRO","ESTE_ANIO_HA_VISTO_PERSONAL_SALUD","ULTIMO_ANIO_PERSONAL_SALUD_TOCO_PUERTA_CASA","HACE_CUANTO_TIEMPO_VISITARON","PERMITIO_INSPECTOR_INGRESE_CASA","RAZON_NO_PERMITIO_INSPECTOR_INGRESE_CASA","RAZON_NO_PERMITIO_INSPECTOR_INGRESE_CASA_OTRO","VA_BODEGAS_CERCANAS","FRECUENCIA_COMPRA_BODEGA","HACE_USO_APP","HA_VISTO_IMAGEN_MOSTRADA","VIO_IMAGEN_1","VIO_IMAGEN_1_OTRO","VIO_IMAGEN_1_LUGAR_CERCANO_U_OTRO_LUGAR","VIO_IMAGEN_1_LUGAR_CERCANO_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_1_EN_CASA_U_OTRO_LUGAR","VIO_IMAGEN_1_EN_CASA_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_2","VIO_IMAGEN_2_OTRO","VIO_IMAGEN_2_LUGAR_CERCANO_U_OTRO_LUGAR","VIO_IMAGEN_2_LUGAR_CERCANO_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_2_EN_CASA_U_OTRO_LUGAR","VIO_IMAGEN_2_EN_CASA_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_3","VIO_IMAGEN_3_OTRO","VIO_IMAGEN_3_LUGAR_CERCANO_U_OTRO_LUGAR","VIO_IMAGEN_3_LUGAR_CERCANO_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_3_EN_CASA_U_OTRO_LUGAR","VIO_IMAGEN_3_EN_CASA_U_OTRO_LUGAR_DONDE","NO_QUISO_RESPONDER_MAS","DATETIME","AGECLASS","OCCUPATIONS","OTHER_DISEASES","KNOWLEDGE_OF_DISEASE_TRANSMISSION","NS_NR","CHIRI_ADULTA","CHIRI_NIFA_3","CHIRI_NIFA_4_fl","CHIRI_NINFA_4_alim","COREIDO","CHINCHE_CAMA","CHINCHE_HEDIONDA","CUCARACHA","CHINCHE_CINTURON_AMARILLO","ESCARBAJO","GORGOJO","MOSCA","NS_NR_SENIALES","CHIRI_FECAL_TRAILS","CHINCHE_CAMA_FECES","MOUSE_FECES","MOLD","CHIRI_EGGS","CHIRI_FECAL_TRAIL","sum_vector_ID","sum_sign_ID","sum_correct_vector","sum_incorrect_vector","score_vectors","sum_correct_sign","sum_incorrect_sign","vector_cat","sign_cat","score_signs","score_signs_10","score_vectors_10","QUE_HARIA_CHIRIS","QUE_PASA_REPORTE","UNIVERSIDAD","AGENTE_COMUNIDAD","VECINO","FAMILIAR","PROFESIONAL_SALUD","OTRO","AMIGO","COLEGIO","OTRO_HABLADO","CUANDO_FUMIGARON","GOBIERNO_REGIONAL","PERIFONEO","NOTICIAS","PROFESIONAL_SALUD_TOT","POSTA","VECINDARIO","CALLE","OTRO_OIDO1","REDES_SOCIALES_OIDO","MEDIO_COMUNICACION_OIDO","CASA_FAMILIAR","COLEGIO_UNIVERSIDAD_OIDO","OTRO_OIDO","MEDIO_COMUNICACION"
177,"Lmr","1.13.50.319","2022-02-28",62,"F","trabajador_independiente",NA,"primaria","chiri_adulta-chiri_nifa_4_fl","Color patas largas","Dormitorio taller cuyes ","si_hablado","familiar",NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-28 17:59:48","60-100","trabajador_independiente",NA,"Si, pero no sabe/responde",0,1,0,1,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,2,0,2,30,30,"adult+1ninf","NS_NR",NA,NA,12,"mataria","NS_NR",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
178,"Zac","1.25.34.289","2022-02-28",71,"F","ama_casa",NA,"secundaria","chiri_adulta","Su forma plana y cabeza pequeña","En los sillares","si_oido_hablar_v",NA,NA,"medio_comunicacion",NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-28 18:03:28","60-100","ama_casa",NA,"Si, pero no sabe/responde",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"atraparia centro salud","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,1
179,"Mls","1.13.50.570","2022-02-28",34,"F","trabajador_independiente",NA,"tecnico","chinche_hedionda","Son duras","En las piedras","si_oido_hablar_v",NA,NA,"colegio_universidad",NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"otro","Limpieza","NS_NR",NA,"no",NA,NA,NA,NA,NA,"no",NA,"facebook-instagram-whatsapp","si","afiche",NA,"lugar_cercano",NA,NA,NA,"afiche",NA,"lugar_cercano",NA,NA,NA,"afiche",NA,"lugar_cercano",NA,NA,NA,0,"2022-02-28 18:04:17","32-45","trabajador_independiente",NA,"Chagas",0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,10,10,10,10,10,1,60,0,1,-1,30,30,"incorrect only(1)","NS_NR",NA,NA,9,"atraparia centro salud","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0
180,"Oca","1.13.53.84","2022-02-28",18,"M","estudiante",NA,"universidad","coreido-chiri_adulta","Su color ","En los techos ","si_oido_hablar_v",NA,NA,"vecindario-medio_comunicacion",NA,"no",NA,NA,"a-e","si","chagas",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","3_4_veces_semana","facebook-instagram-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-28 18:28:40","18-31","estudiante",NA,"Chagas",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,1,1,0,2,0,"adult+1other","fecaltrails+1sign",2,12,10,"mataria","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,1,0,0,0,1
181,"Zac","1.25.34.377","2022-02-28",65,"M","jubilado",NA,"tecnico","chiri_adulta","Por la forma y su cabeza alargada","En los rincones oscuros y humedos","si_oido_hablar_v",NA,NA,"posta-medio_comunicacion",NA,"no",NA,NA,"e","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"inspector_revisa",NA,"no",NA,NA,NA,NA,NA,"si","1_2_veces_semana","facebook-instagram-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-02-28 18:30:00","60-100","jubilado",NA,"Chagas",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,"solo adulta","solo eggs",1,11,11,"atraparia centro salud","Inspector revisa",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,1,0,0,0,1
182,"Mpc","1.13.41.37","2022-03-01",52,"F","ama_casa",NA,"secundaria","chiri_adulta","Por sin planas","En corrales","no",NA,NA,NA,NA,"no",NA,NA,"a","si","NS_NR",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"reportaria",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","ninguna_anteriores","si","afiche",NA,"lugar_cercano",NA,NA,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-01 12:37:31","46-59","ama_casa",NA,"Si, pero no sabe/responde",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,"solo adulta","solo fecal trails",1,11,11,"atraparia centro salud","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
183,"Rqa","1.13.29.44","2022-03-01",18,"F","estudiante",NA,"secundaria","NS_NR","No sabe","Pirca y cuartos ","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","NS_NR",NA,NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"buscaria_informacion",NA,"NS_NR",NA,"NS_NR",NA,NA,NA,NA,NA,"si","1_2_veces_semana","facebook-instagram-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-01 12:37:34","18-31","estudiante",NA,"NS_NR",1,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,120,60,40,80,NA,30,30,"NS_NR","NS_NR",NA,NA,NA,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
184,"Mpc","1.13.40.204","2022-03-01",29,"F","ama_casa","que mas pue","tecnico","escarabajo","No sabe","En los corrales","si_hablado","vecino",NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"reportaria",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-01 12:52:52","18-31","ama_casa",NA,"Si, pero no sabe/responde",0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,10,10,10,10,10,1,60,0,1,-1,30,30,"incorrect only(1)","NS_NR",NA,NA,9,"mataria","NS_NR",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
185,"Mia","1.25.23.48","2022-03-01",50,"F","ama_casa",NA,"secundaria","chiri_nifa_3-cucaracha-chiri_ninfa_4_alim","Por la forma del cuerpo","Piedras","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"NS_NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2022-03-01 13:00:56","46-59","ama_casa",NA,"Si, pero no sabe/responde",0,0,1,0,1,0,0,0,1,0,0,0,0,1,10,10,10,10,10,10,3,60,2,1,1,30,30,"solo 3ninf","NS_NR",NA,NA,11,"NS_NR",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
186,"Lmr","1.25.10.158","2022-03-01",38,"F","ama_casa",NA,"secundaria","coreido-chiri_adulta","Son planas y color del borde","Los animales","si_hablado","otro","Recolector de basura",NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","5_6_veces_semana","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-01 13:10:21","32-45","ama_casa",NA,"Si, pero no sabe/responde",0,1,0,0,0,1,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,1,1,0,30,30,"adult+1other","NS_NR",NA,NA,10,"mataria","fumigan",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
189,"Mia","1.25.23.49","2022-03-01",49,"M","trabajador_independiente",NA,"tecnico","chiri_nifa_3-chiri_adulta-chiri_nifa_4_fl-chiri_ninfa_4_alim","Las ha visto en libro","Ladrillos pircados","si_hablado","otro","Radio",NA,NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"buscaria_informacion",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","ninguna_anteriores","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-01 13:14:22","46-59","trabajador_independiente",NA,"Chagas",0,1,1,1,1,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,4,60,4,0,4,30,30,"adult+3ninf","NS_NR",NA,NA,14,"mataria","NS_NR",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0
190,"Mls","1.25.1.85","2022-03-01",35,"F","ama_casa",NA,"secundaria","NS_NR","No sabe","No sabe","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","no",NA,NA,"no",NA,NA,NA,NA,"NS_NR",NA,NA,"NS_NR",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-01 13:17:38","32-45","ama_casa",NA,"no",1,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,120,60,40,80,NA,30,30,"NS_NR","NS_NR",NA,NA,NA,"NS_NR","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
191,"Oca","1.13.51.783","2022-03-01",51,"M","trabajador_independiente",NA,"secundaria","coreido-chiri_adulta","Su forma u sus colo","En el corral de los perros ","si_oido_hablar_v",NA,NA,"vecindario-medio_comunicacion",NA,"no",NA,NA,"a-f","si","chagas",NA,"no",NA,NA,NA,NA,"insecticida",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","1_2_veces_semana","whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-01 13:23:12","46-59","trabajador_independiente",NA,"Chagas",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,1,0,2,0,"adult+1other","fecaltrails+1sign",2,12,10,"insecticida","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,1,0,0,0,1
192,"Lmr","1.25.10.31","2022-03-01",69,"F","ama_casa",NA,"secundaria","coreido-chiri_adulta-chiri_nifa_4_fl","Color  patas","Tienen animales corrales","si_hablado","profesional_salud",NA,NA,NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","si","otro","Cs",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-01 13:30:48","60-100","ama_casa",NA,"Chagas",0,1,0,1,0,1,0,0,0,0,0,0,0,1,10,10,10,10,10,10,3,60,2,1,1,30,30,"adult+2ninf","NS_NR",NA,NA,11,"atraparia centro salud","fumigan",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0
193,"Mpc","1.13.40.125","2022-03-01",48,"F","trabajador_independiente",NA,"ninguno","coreido-chiri_adulta-chiri_ninfa_4_alim","Es tus rayitas","En los corrales","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"aviso_alerta_chiri",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","ninguna_anteriores","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-01 13:35:44","46-59","trabajador_independiente",NA,"Si, pero no sabe/responde",0,1,0,0,1,1,0,0,0,0,0,0,0,1,10,10,10,10,10,10,3,60,2,1,1,30,30,"adult+2ninf","NS_NR",NA,NA,11,"atraparia centro salud","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
194,"Mls","1.25.1.82","2022-03-01",42,"F","ama_casa",NA,"tecnico","chiri_adulta","Tiene lineas","No sabe","si_oido_hablar_v",NA,NA,"vecindario",NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"NS_NR",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-01 13:41:50","32-45","ama_casa",NA,"Chagas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"atraparia centro salud","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0
195,"Mpc","1.13.40.99","2022-03-01",29,"F","ama_casa",NA,"secundaria","coreido-chiri_adulta","Por su color","Piedras ladrillos","si_oido_hablar_v",NA,NA,"posta-redes_sociales",NA,"no",NA,NA,"NS_NR","no",NA,NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"aviso_alerta_chiri",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","si","otro","En la posta",NA,NA,NA,NA,"otro","En los postes",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-01 13:48:12","18-31","ama_casa",NA,"no",0,1,0,0,0,1,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,1,1,0,30,30,"adult+1other","NS_NR",NA,NA,10,"atraparia centro salud","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0
196,"Mia","1.25.23.85","2022-03-01",54,"M","trabajador_independiente",NA,"universidad","chiri_adulta","Color de espalda","Patio de animales","si_oido_hablar_v",NA,NA,"medio_comunicacion",NA,"no",NA,NA,"NS_NR","si","otro","Dengue","no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"otro","Reportaria a c3ntro de salud","inspector_revisa",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","si","otro","Pegado en el gobierno regional",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-01 13:54:29","46-59","trabajador_independiente","Dengue","Dengue",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"atraparia centro salud","Inspector revisa",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,1
197,"Rqa","1.13.29.236","2022-03-01",31,"F","trabajador_independiente",NA,"secundaria","NS_NR","No sabe","Pirca patio ","si_hablado","familiar",NA,NA,NA,"no",NA,NA,"NS_NR","NS_NR",NA,NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"reportaria",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-instagram-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-01 13:54:58","18-31","trabajador_independiente",NA,"NS_NR",1,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,120,60,40,80,NA,30,30,"NS_NR","NS_NR",NA,NA,NA,"atraparia centro salud","NS_NR",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
198,"Lmr","1.25.10.294","2022-03-01",73,"F","trabajador_independiente",NA,"primaria","chiri_adulta-chiri_nifa_4_fl","Color  plana","En cosas que no se mueven","si_hablado","familiar",NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"no",NA,"whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-01 14:02:23","60-100","trabajador_independiente",NA,"Si, pero no sabe/responde",0,1,0,1,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,2,0,2,30,30,"adult+1ninf","NS_NR",NA,NA,12,"atraparia centro salud","fumigan",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
199,"Oca","1.13.51.520","2022-03-01",36,"F","ama_casa",NA,"secundaria","coreido-chiri_adulta","Su forma y sus manchas","En el cuyero","si_oido_hablar_v",NA,NA,"vecindario-medio_comunicacion",NA,"no",NA,NA,"a-f","si","chagas",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-01 14:04:07","32-45","ama_casa",NA,"Chagas",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,1,0,2,0,"adult+1other","fecaltrails+1sign",2,12,10,"mataria","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,1,0,0,0,1
200,"Lmr","1.25.10A.15","2022-03-01",81,"F","trabajador_independiente",NA,"primaria","gorgojo","Patas","Jardin","NS_NR",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"NS_NR",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"no",NA,"ninguna_anteriores","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-01 14:50:01","60-100","trabajador_independiente",NA,"Si, pero no sabe/responde",0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,10,10,10,10,10,1,60,0,1,-1,30,30,"incorrect only(1)","NS_NR",NA,NA,9,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
201,"Mls","1.25.1.60","2022-03-01",55,"M","trabajador_independiente",NA,"tecnico","chiri_adulta","Un insecto transmite enfermedades ","En las esquinas en los colchones","si_oido_hablar_v",NA,NA,"vecindario",NA,"no",NA,NA,"d-f","si","otro","No se acuerdan","no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"buscaria_informacion",NA,"inspector_revisa",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-instagram-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-01 14:55:02","46-59","trabajador_independiente","No se acuerda","Si, pero no se acuerda",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,1,1,1,"solo adulta","onlyincorrect(2)",0,10,11,"atraparia centro salud","Inspector revisa",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0
202,"Oca","1.13.51.540","2022-03-01",48,"F","ama_casa",NA,"secundaria","chiri_adulta-chiri_ninfa_4_alim","Yo tenia antes y por su color","En el corral de los perros ","si_oido_hablar_v",NA,NA,"posta-vecindario-medio_comunicacion",NA,"no",NA,NA,"a-d-f","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-01 15:00:18","46-59","ama_casa",NA,"Chagas",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,3,2,0,2,2,1,"adult+1ninf","onlyincorrect(3)",1,11,12,"atraparia centro salud","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,1,0,0,0,1
203,"Oca","1.13.51.509","2022-03-01",40,"F","sin_empleo",NA,"tecnico","chiri_adulta","Por las manchas en su cuerpo ","El el techo en los ladrillos pircados ","si_hablado","agente_comunidad-vecino",NA,NA,NA,"no",NA,NA,"a-d","si","chagas",NA,"no",NA,NA,NA,NA,"reportaria",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-01 15:52:53","32-45","sin_empleo",NA,"Chagas",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,1,1,1,"solo adulta","onlyincorrect(2)",0,10,11,"reportaria","fumigan",0,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
204,"Mia","1.25.29.144","2022-03-01",44,"F","ama_casa",NA,"secundaria","chiri_adulta","Colores en la espalda","Huecos grietas en la pared","no",NA,NA,NA,NA,"no",NA,NA,"a-e","si","NS_NR",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"buscaria_informacion",NA,"inspector_revisa",NA,"no",NA,NA,NA,NA,NA,"si","1_2_veces_semana","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-01 16:13:20","32-45","ama_casa",NA,"Si, pero no sabe/responde",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,0,1,2,0,"solo adulta","fecaltrails+1sign",2,12,11,"atraparia centro salud","Inspector revisa",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
