"ID","USU_CUENTA","UNICODE","FECHA","EDAD","SEXO","ACT_ECONOMICA","ACT_ECONOMICA_OTRO","NIVEL_ESTUDIOS","CUALES_PLACA_SON_CHIRI","CARACT_AYUDAN_IDENTIFICAR_CHIRI","DONDE_BUSCA_CHIRI","HABLADO_OIDO_VISTO_CHIRI","QUIEN_HABLADO_CHIRI","QUIEN_HABLADO_CHIRI_OTRO","OIDO_VISTO_INFORMACION_CHIRI","OIDO_VISTO_INFORMACION_CHIRI_OTRO","RECIENTEMENTE_CHIRI_ZONA","COMO_ENTERADO","COMO_ENTERADO_OTRO","SABES_SENIALES_CHIRI","CHIRI_TRANSMITIR_ENFERMEDAD","QUE_ENFERMEDADES_TRANSMITE_CHIRI","QUE_ENFERMEDADES_TRANSMITE_CHIRI_OTRO","ULTIMO_ANIO_VIO_CHIRI","REPORTO_DENUNCIO_CHIRI","AQUIEN_REPORTO","AQUIEN_REPORTO_OTRO","VINIERON_CONFIRMAR_PRESENCIA_INSECTO","VIERA_CHIRI_CASA_QUE_HARIA","VIERA_CHIRI_CASA_QUE_HARIA_OTRO","COMO_COMUNICARSE_ALERTACHIRI","SOSPECHAS_CHIRI_CASA_QUE_HARIA","SOSPECHAS_CHIRI_CASA_QUE_HARIA_OTRO","SABE_QUE_PASA_DENUNCIA_REPORTE_CHIRI_CASA","SABE_QUE_PASA_DENUNCIA_REPORTE_CHIRI_CASA_OTRO","ESTE_ANIO_HA_VISTO_PERSONAL_SALUD","ULTIMO_ANIO_PERSONAL_SALUD_TOCO_PUERTA_CASA","HACE_CUANTO_TIEMPO_VISITARON","PERMITIO_INSPECTOR_INGRESE_CASA","RAZON_NO_PERMITIO_INSPECTOR_INGRESE_CASA","RAZON_NO_PERMITIO_INSPECTOR_INGRESE_CASA_OTRO","VA_BODEGAS_CERCANAS","FRECUENCIA_COMPRA_BODEGA","HACE_USO_APP","HA_VISTO_IMAGEN_MOSTRADA","VIO_IMAGEN_1","VIO_IMAGEN_1_OTRO","VIO_IMAGEN_1_LUGAR_CERCANO_U_OTRO_LUGAR","VIO_IMAGEN_1_LUGAR_CERCANO_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_1_EN_CASA_U_OTRO_LUGAR","VIO_IMAGEN_1_EN_CASA_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_2","VIO_IMAGEN_2_OTRO","VIO_IMAGEN_2_LUGAR_CERCANO_U_OTRO_LUGAR","VIO_IMAGEN_2_LUGAR_CERCANO_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_2_EN_CASA_U_OTRO_LUGAR","VIO_IMAGEN_2_EN_CASA_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_3","VIO_IMAGEN_3_OTRO","VIO_IMAGEN_3_LUGAR_CERCANO_U_OTRO_LUGAR","VIO_IMAGEN_3_LUGAR_CERCANO_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_3_EN_CASA_U_OTRO_LUGAR","VIO_IMAGEN_3_EN_CASA_U_OTRO_LUGAR_DONDE","NO_QUISO_RESPONDER_MAS","DATETIME","AGECLASS","OCCUPATIONS","OTHER_DISEASES","KNOWLEDGE_OF_DISEASE_TRANSMISSION","NS_NR","CHIRI_ADULTA","CHIRI_NIFA_3","CHIRI_NIFA_4_fl","CHIRI_NINFA_4_alim","COREIDO","CHINCHE_CAMA","CHINCHE_HEDIONDA","CUCARACHA","CHINCHE_CINTURON_AMARILLO","ESCARBAJO","GORGOJO","MOSCA","NS_NR_SENIALES","CHIRI_FECAL_TRAILS","CHINCHE_CAMA_FECES","MOUSE_FECES","MOLD","CHIRI_EGGS","CHIRI_FECAL_TRAIL","sum_vector_ID","sum_sign_ID","sum_correct_vector","sum_incorrect_vector","score_vectors","sum_correct_sign","sum_incorrect_sign","vector_cat","sign_cat","score_signs","score_signs_10","score_vectors_10","QUE_HARIA_CHIRIS","QUE_PASA_REPORTE","UNIVERSIDAD","AGENTE_COMUNIDAD","VECINO","FAMILIAR","PROFESIONAL_SALUD","OTRO","AMIGO","COLEGIO","OTRO_HABLADO","CUANDO_FUMIGARON","GOBIERNO_REGIONAL","PERIFONEO","NOTICIAS","PROFESIONAL_SALUD_TOT","POSTA","VECINDARIO","CALLE","OTRO_OIDO1","REDES_SOCIALES_OIDO","MEDIO_COMUNICACION_OIDO","CASA_FAMILIAR","COLEGIO_UNIVERSIDAD_OIDO","OTRO_OIDO","MEDIO_COMUNICACION"
643,"Mia","1.18.25.268","2022-03-30",64,"F","ama_casa",NA,"secundaria","chinche_cama-chiri_adulta","Por su cuerpo y Pegaba en  ladrilllo,vio hace mas de 15 anios,","Grietas de los ladrillos","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","otro","Paludismo","si_otro_lugar","no",NA,NA,NA,NA,NA,NA,"otro","Avisaria a la posta ","NS_NR",NA,"NS_NR",NA,NA,NA,NA,NA,"si","diariamente","facebook-instagram-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-30 14:19:31","60-100","ama_casa","Paludismo","Paludismo",0,1,0,0,0,0,1,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,1,1,0,30,30,"adult+1other","NS_NR",NA,NA,10,NA,"NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
644,"Lmr","1.3.96.28","2022-03-30",34,"M","trabajador_planilla",NA,"tecnico","coreido-chiri_adulta-chiri_ninfa_4_alim","Color del borde","Techo sin estucar rincones de los cuartos","si_hablado","vecino",NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"NS_NR",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","1_2_veces_semana","facebook-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-30 14:40:11","32-45","trabajador_planilla",NA,"Si, pero no sabe/responde",0,1,0,0,1,1,0,0,0,0,0,0,0,1,10,10,10,10,10,10,3,60,2,1,1,30,30,"adult+2ninf","NS_NR",NA,NA,11,"mataria","fumigan",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
646,"Rqa","1.18.7.211","2022-03-30",33,"F","trabajador_independiente","que mas pue","secundaria","NS_NR","No sabe","Animales","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","NS_NR",NA,NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"mataria",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","1_2_veces_semana","facebook-instagram-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-30 15:12:17","32-45","trabajador_independiente",NA,"NS_NR",1,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,120,60,40,80,NA,30,30,"NS_NR","NS_NR",NA,NA,NA,"mataria","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
647,"Zac","1.8.3.42","2022-03-30",47,"F","trabajador_independiente",NA,"primaria","chiri_adulta","Por su color","En las piedras","si_oido_hablar_v",NA,NA,"vecindario",NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","1_2_veces_semana","whatsapp","si","afiche",NA,"lugar_cercano",NA,NA,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-30 15:19:26","46-59","trabajador_independiente",NA,"Chagas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"atraparia centro salud","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0
648,"Mls","1.3.90.160","2022-03-30",65,"F","jubilado",NA,"universidad","NS_NR","No sabe","No sabe","si_hablado","profesional_salud",NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-30 15:37:52","60-100","jubilado",NA,"Si, pero no sabe/responde",1,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,120,60,40,80,NA,30,30,"NS_NR","NS_NR",NA,NA,NA,"atraparia centro salud","NS_NR",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0
649,"Mls","1.3.90.289","2022-03-30",24,"F","sin_empleo",NA,"primaria","NS_NR","No sabe","No sabe","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"NS_NR",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-30 16:11:57","18-31","sin_empleo",NA,"Si, pero no sabe/responde",1,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,120,60,40,80,NA,30,30,"NS_NR","NS_NR",NA,NA,NA,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
650,"Lmr","1.3.95.55","2022-03-30",36,"M","trabajador_planilla",NA,"universidad","coreido","Por su borde","Animales ","si_oido_hablar_v",NA,NA,"medio_comunicacion",NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"NS_NR",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"no",NA,"facebook-whatsapp","si","afiche",NA,"otro_lugar","Posta",NA,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-30 16:37:16","32-45","trabajador_planilla",NA,"Si, pero no sabe/responde",0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,0,1,-1,30,30,"incorrect only(1)","NS_NR",NA,NA,9,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,1
651,"Mia","1.18.29.39","2022-03-30",48,"M","trabajador_independiente",NA,"tecnico","chiri_nifa_4_fl","Cuerpo plano","Bajo piedras,almacenes,cosas acumuladas","si_oido_hablar_v",NA,NA,"medio_comunicacion",NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"buscaria_informacion",NA,"inspector_revisa",NA,"NS_NR",NA,NA,NA,NA,NA,"si","3_4_veces_semana","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-30 16:43:40","46-59","trabajador_independiente",NA,"Si, pero no sabe/responde",0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo ninf4 fl","NS_NR",NA,NA,11,"atraparia centro salud","Inspector revisa",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,1
652,"Mls","1.3.90.398","2022-03-30",43,"F","trabajador_independiente",NA,"secundaria","coreido-chiri_adulta-chiri_nifa_4_fl","Es grande su cuerpo plano","En las rendijas","si_oido_hablar_v",NA,NA,"posta",NA,"no",NA,NA,"e","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"NS_NR",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"no",NA,"facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-30 16:50:47","32-45","trabajador_independiente",NA,"Chagas",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,1,1,1,0,"adult+2ninf","solo eggs",1,11,11,"atraparia centro salud","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0
653,"Zac","1.8.2.9","2022-03-30",55,"M","trabajador_planilla",NA,"tecnico","chiri_nifa_4_fl","Porque sale de noche y pica","En los corrales ","si_oido_hablar_v",NA,NA,"posta",NA,"no",NA,NA,"e","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"no",NA,"facebook-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-30 16:51:07","46-59","trabajador_planilla",NA,"Chagas",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,"solo ninf4 fl","solo eggs",1,11,11,"atraparia centro salud","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0
654,"Mia","1.18.29.83","2022-03-30",33,"F","trabajador_independiente",NA,"tecnico","NS_NR","No sabe","En los jardines,pasto","si_oido_hablar_v",NA,NA,"colegio_universidad",NA,"no",NA,NA,"NS_NR","si","otro","Fiebre","no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-instagram-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-30 17:14:04","32-45","trabajador_independiente","Solo fiebre","Solo fiebre",1,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,120,60,40,80,NA,30,30,"NS_NR","NS_NR",NA,NA,NA,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0
655,"Rqa","1.25.26.2428","2022-03-30",52,"F","trabajador_independiente",NA,"primaria","chiri_adulta-chiri_ninfa_4_alim","Negritas","Animales","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"buscaria_informacion",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"no",NA,"whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-30 17:28:44","46-59","trabajador_independiente",NA,"Chagas",0,1,0,0,1,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,2,0,2,30,30,"adult+1ninf","NS_NR",NA,NA,12,"atraparia centro salud","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
656,"Zac","1.8.2.40","2022-03-30",18,"M","estudiante",NA,"tecnico","NS_NR","No la conoce","Lugares sucios","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","NS_NR",NA,NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"otro","Limpiaria","NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-instagram-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-30 17:40:31","18-31","estudiante",NA,"NS_NR",1,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,120,60,40,80,NA,30,30,"NS_NR","NS_NR",NA,NA,NA,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
657,"Mls","1.3.90.431","2022-03-30",22,"F","estudiante",NA,"secundaria","chiri_adulta-cucaracha","Su cuerpo de color café y amarillo","En los rincones, en las rendijas o cosas amontonadas","si_hablado","familiar",NA,NA,NA,"no",NA,NA,"d","si","chagas",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"otro","Haría limpieza","fumigan",NA,"no",NA,NA,NA,NA,NA,"si","3_4_veces_semana","facebook-instagram-whatsapp","si","afiche",NA,"lugar_cercano",NA,NA,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-30 17:44:14","18-31","estudiante",NA,"Chagas",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,1,"adult+1other","onlyincorrect(1)",-1,9,10,"mataria","fumigan",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
658,"Lmr","1.3.98.333","2022-03-30",32,"M","trabajador_independiente",NA,"universidad","coreido-chiri_adulta-escarabajo","Por la panza color","Cosas viejas sucias","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","NS_NR",NA,NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"NS_NR",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","1_2_veces_semana","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-30 17:44:19","32-45","trabajador_independiente",NA,"NS_NR",0,1,0,0,0,1,0,0,0,0,1,0,0,1,10,10,10,10,10,10,3,60,1,2,-1,30,30,"adult+2other","NS_NR",NA,NA,9,"mataria","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
659,"Mls","1.3.91.6","2022-03-30",51,"M","trabajador_planilla",NA,"universidad","chiri_adulta","Es grande","Debajo de piedras rendijas. Paredes y lugares oscuros","no",NA,NA,NA,NA,"no",NA,NA,"a-f","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"buscaria_informacion",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-30 18:13:33","46-59","trabajador_planilla",NA,"Chagas",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,1,2,0,"solo adulta","fecaltrails+1sign",2,12,11,"atraparia centro salud","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
660,"Zac","1.8.1.32","2022-03-30",61,"F","ama_casa",NA,"tecnico","chiri_adulta","Porque es plana","En los corrales, sillares y madera","si_oido_hablar_v",NA,NA,"vecindario",NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"otro","Limpiaria y fumigaria","NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","si","afiche",NA,"otro_lugar","Mariano melgar",NA,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-30 18:34:30","60-100","ama_casa",NA,"Chagas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0
661,"Lmr","1.3.93.450","2022-03-30",23,"F","estudiante",NA,"universidad","coreido-chiri_adulta","Color forma antena","Lugares oscuros","si_oido_hablar_v",NA,NA,"redes_sociales",NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-30 18:46:05","18-31","estudiante",NA,"Chagas",0,1,0,0,0,1,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,1,1,0,30,30,"adult+1other","NS_NR",NA,NA,10,"mataria","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0
662,"Mls","1.3.91.16","2022-03-30",62,"F","ama_casa",NA,"secundaria","chiri_adulta-chiri_nifa_4_fl","Tiene líneas en su cuerpo","Debajo de las cosas amontonadas ladrillos paredes con hueco","si_hablado","profesional_salud",NA,NA,NA,"no",NA,NA,"a","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"otro","Limpieza","fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-30 18:56:00","60-100","ama_casa",NA,"Si, pero no sabe/responde",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,2,1,0,"adult+1ninf","solo fecal trails",1,11,12,"mataria","fumigan",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0
663,"Mls","1.3.90.198","2022-03-31",31,"M","trabajador_independiente",NA,"tecnico","chinche_cinturon_amarillo","No sabe","No sabe","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"NS_NR",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-31 12:22:50","18-31","trabajador_independiente",NA,"Si, pero no sabe/responde",0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,10,10,10,10,10,1,60,0,1,-1,30,30,"incorrect only(1)","NS_NR",NA,NA,9,"mataria","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
664,"Rqa","1.25.26.2039","2022-03-31",26,"F","trabajador_independiente",NA,"secundaria","coreido-chiri_adulta","Planas con rayas","Cuarto","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"buscaria_informacion",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","1_2_veces_semana","facebook-instagram-whatsapp-tiktok","si","otro","P.s. sabandia",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-31 12:51:22","18-31","trabajador_independiente",NA,"Chagas",0,1,0,0,0,1,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,1,1,0,30,30,"adult+1other","NS_NR",NA,NA,10,"atraparia centro salud","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
665,"Lmr","1.3.96.286","2022-03-31",35,"M","trabajador_independiente",NA,"secundaria","chiri_adulta-chinche_cinturon_amarillo","Borde patas","Donde hay animales","si_hablado","profesional_salud",NA,NA,NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-31 13:27:12","32-45","trabajador_independiente",NA,"Chagas",0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,10,10,10,10,10,2,60,1,1,0,30,30,"adult+1other","NS_NR",NA,NA,10,"mataria","fumigan",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0
666,"Zac","1.8.10.26","2022-03-31",69,"M","sin_empleo",NA,"primaria","chiri_adulta","Por sus rayas","Sillar","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"insecticida",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","ninguna_anteriores","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-31 13:36:28","60-100","sin_empleo",NA,"Si, pero no sabe/responde",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"insecticida","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
667,"Rqa","1.25.26.2646","2022-03-31",43,"M","trabajador_independiente",NA,"universidad","chiri_adulta-chiri_ninfa_4_alim","Negras con rayas","Animales y cuartos","si_hablado","familiar",NA,NA,NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"buscaria_informacion",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-instagram-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-31 14:23:22","32-45","trabajador_independiente",NA,"Chagas",0,1,0,0,1,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,2,0,2,30,30,"adult+1ninf","NS_NR",NA,NA,12,"atraparia centro salud","fumigan",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
668,"Zac","1.8.10.37","2022-03-31",39,"F","ama_casa",NA,"universidad","chiri_nifa_4_fl","Por su forma","Donde ay animales","si_oido_hablar_v",NA,NA,"vecindario",NA,"no",NA,NA,"NS_NR","no",NA,NA,"no",NA,NA,NA,NA,"insecticida",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","3_4_veces_semana","facebook-instagram-whatsapp","si","afiche",NA,"otro_lugar","Posta",NA,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-31 14:50:58","32-45","ama_casa",NA,"no",0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo ninf4 fl","NS_NR",NA,NA,11,"insecticida","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0
669,"Lmr","1.3.96.167","2022-03-31",38,"F","ama_casa",NA,"universidad","escarabajo","Es grande y color","Sillar ladrillos ","si_hablado","vecino",NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"NS_NR",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-31 15:10:28","32-45","ama_casa",NA,"Si, pero no sabe/responde",0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,10,10,10,10,10,1,60,0,1,-1,30,30,"incorrect only(1)","NS_NR",NA,NA,9,"mataria","NS_NR",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
